,process_start,boiling_stop,stretch_stop,floppiness,flostard,flüber,lard,flubberiness
58,2018-07-02 18:31:00,2018-07-02 20:34:00,2018-07-02 20:54:00,high,0.0542538842849578,19.727723722941573,19031.785500770056,576039.5482669071
59,2018-07-02 19:04:00,2018-07-02 21:05:00,2018-07-02 21:25:00,low,0.19635182941582507,19.382216645628702,20167.3337601797,592382.2611794596
60,2018-07-02 21:01:00,2018-07-02 23:04:00,2018-07-02 23:25:00,low,0.5840562682148028,21.28752708717077,20011.787009514414,552376.8143302745
61,2018-07-03 00:57:00,2018-07-03 02:58:00,2018-07-03 03:27:00,low,2.1003573573017955,19.69155703171858,18346.772343494602,696887.774818746
62,2018-07-03 02:50:00,2018-07-03 04:51:00,2018-07-03 05:11:00,high,2.981122103470873,19.648360685730257,19882.67079378973,690785.488689834
63,2018-07-03 03:23:00,2018-07-03 05:23:00,2018-07-03 05:48:00,low,0.6504084643608389,16.99081034560857,20214.405234827682,724379.0035464661
64,2018-07-03 04:08:00,2018-07-03 06:15:00,2018-07-03 06:37:00,low,0.6182611468494429,20.86268628630918,19325.510346586852,586136.2892853206
65,2018-07-03 04:37:00,2018-07-03 06:40:00,2018-07-03 07:00:00,low,1.014148990573674,21.229876872550623,18807.916210722153,601088.1201836595
66,2018-07-03 07:51:00,2018-07-03 09:58:00,2018-07-03 10:23:00,medium,0.39246201065885233,20.38116852183646,21644.908161449817,540478.6551124407
67,2018-07-03 09:04:00,2018-07-03 11:05:00,2018-07-03 11:29:00,high,0.1250849847734961,21.653215521946624,18596.434364629626,530413.6611296822
68,2018-07-03 10:37:00,2018-07-03 12:44:00,2018-07-03 13:13:00,medium,0.052452910056484406,20.442646166825053,20719.42393630466,508126.3005294461
69,2018-07-03 10:47:00,2018-07-03 12:52:00,2018-07-03 13:18:00,high,1.0151685634355134,22.480554917230005,20980.588202275037,502479.08632360585
70,2018-07-03 12:13:00,2018-07-03 14:17:00,2018-07-03 14:41:00,high,1.672728651901322,19.662116129606076,16741.512993859382,715625.1175118478
71,2018-07-03 13:15:00,2018-07-03 15:17:00,2018-07-03 15:38:00,high,1.1094520885925496,19.813228520779088,18144.185655917085,669710.7229029716
72,2018-07-03 14:05:00,2018-07-03 16:05:00,2018-07-03 16:34:00,medium,1.0548855031531408,19.926484840739292,20491.117170768197,619802.9223335044
73,2018-07-03 14:10:00,2018-07-03 16:14:00,2018-07-03 16:41:00,medium,0.5526358556712049,20.479554417642586,19970.214766748915,583544.6346480614
74,2018-07-03 16:28:00,2018-07-03 18:36:00,2018-07-03 19:04:00,high,1.0688457493632457,20.025816809061673,18695.712090713594,650323.0660400848
75,2018-07-03 16:34:00,2018-07-03 18:39:00,2018-07-03 19:01:00,medium,0.23466150255433194,21.092191260666496,17959.303268823107,580624.1247398752
76,2018-07-03 19:34:00,2018-07-03 21:38:00,2018-07-03 21:58:00,medium,1.0785876826791625,20.749210923906286,20025.024538644473,596637.8692528394
77,2018-07-03 19:47:00,2018-07-03 21:53:00,2018-07-03 22:18:00,medium,0.7542216258819611,19.163140126809992,20384.385694642304,639454.9976163338
78,2018-07-03 19:53:00,2018-07-03 22:02:00,2018-07-03 22:28:00,medium,1.3803932861638109,19.83024992049844,18392.85914975467,673127.6592815047
79,2018-07-03 22:42:00,2018-07-04 00:51:00,2018-07-04 01:19:00,low,0.09844763793898026,19.41311536902401,18690.753640847557,606388.9891017555
80,2018-07-04 00:00:00,2018-07-04 02:00:00,2018-07-04 02:26:00,low,1.5348957665772482,21.089836856333605,18625.728898736346,626671.3916565573
81,2018-07-04 02:52:00,2018-07-04 04:57:00,2018-07-04 05:21:00,low,1.1623256705721146,19.897581669558203,20305.91354406582,628496.756416825
82,2018-07-04 03:14:00,2018-07-04 05:18:00,2018-07-04 05:41:00,high,1.187700901099267,21.521844402406128,19027.21914075931,591575.4695759687
83,2018-07-04 04:44:00,2018-07-04 06:46:00,2018-07-04 07:13:00,medium,0.6868997754914692,19.76177277232396,20242.301090279383,614422.9451505953
84,2018-07-04 08:00:00,2018-07-04 10:08:00,2018-07-04 10:31:00,medium,3.7034298813847553,19.544507435541032,20880.88445637077,692065.2596254639
85,2018-07-04 08:30:00,2018-07-04 10:30:00,2018-07-04 10:54:00,medium,0.22756282769912534,20.34029359597024,22057.645762841832,516073.00681199494
86,2018-07-04 09:30:00,2018-07-04 11:37:00,2018-07-04 12:05:00,high,0.3552765074253379,18.116012451251812,20998.478004189725,645783.6750425077
87,2018-07-04 10:12:00,2018-07-04 12:18:00,2018-07-04 12:44:00,medium,0.25832509354502503,21.88303689430874,19949.074374581098,505013.65569245175
88,2018-07-04 10:25:00,2018-07-04 12:32:00,2018-07-04 12:58:00,high,0.04936766060251687,20.431748672911304,20433.150569737525,514311.602420588
89,2018-07-04 11:03:00,2018-07-04 13:03:00,2018-07-04 13:31:00,high,2.3431087721461292,21.0758125075235,22500.376106157775,571547.1968722839
90,2018-07-04 11:57:00,2018-07-04 14:05:00,2018-07-04 14:31:00,high,0.08349415730948215,20.104855645951467,21025.000784571563,524235.457882336
91,2018-07-04 16:09:00,2018-07-04 18:14:00,2018-07-04 18:39:00,low,0.9344961284772276,19.272194863121708,20127.145001624136,647933.7793229125
92,2018-07-04 16:36:00,2018-07-04 18:42:00,2018-07-04 19:09:00,medium,0.9965432838988258,19.29252029712727,19059.27572039339,668489.7530992794
93,2018-07-04 19:10:00,2018-07-04 21:10:00,2018-07-04 21:35:00,high,0.47472183352071995,20.406753622379387,20545.526297864566,569170.869225851
94,2018-07-04 23:10:00,2018-07-05 01:10:00,2018-07-05 01:34:00,low,0.013329454864657177,20.883258163366946,19740.141756836394,494078.82193720795
95,2018-07-04 23:41:00,2018-07-05 01:42:00,2018-07-05 02:05:00,medium,1.8465498936692424,21.951811424316332,19827.483979946686,576800.5897610249
96,2018-07-05 00:56:00,2018-07-05 03:03:00,2018-07-05 03:28:00,low,0.4860317903838917,21.050712699886475,20639.064173614308,541597.1029955292
97,2018-07-05 01:23:00,2018-07-05 03:31:00,2018-07-05 03:54:00,low,0.8022164430725387,21.840977872922533,20540.45454580047,529676.0949831604
98,2018-07-05 01:41:00,2018-07-05 03:49:00,2018-07-05 04:16:00,high,1.2397317352545634,21.828971553324877,20548.937678655664,547946.5976994581
99,2018-07-05 02:00:00,2018-07-05 04:08:00,2018-07-05 04:33:00,low,1.1247884671593764,20.753656965609547,19909.602617907512,600607.7811014826
100,2018-07-05 02:30:00,2018-07-05 04:39:00,2018-07-05 05:02:00,high,1.1860171914250326,19.10471557990349,19222.847306617936,679653.6836087136
101,2018-07-05 06:00:00,2018-07-05 08:03:00,2018-07-05 08:26:00,low,0.41924476479066536,18.806755419903094,19586.70655569883,647852.3136563875
102,2018-07-05 06:31:00,2018-07-05 08:31:00,2018-07-05 08:57:00,high,0.531692775710545,18.90650357687066,19591.536803377934,651490.5540665877
103,2018-07-05 06:54:00,2018-07-05 09:01:00,2018-07-05 09:28:00,medium,0.2741618381777897,20.232556653178186,17185.51424505278,631944.2198521796
104,2018-07-05 06:59:00,2018-07-05 09:07:00,2018-07-05 09:30:00,low,3.4684909325353472,20.292228602040023,19338.46156889724,682764.3386233628
105,2018-07-05 08:08:00,2018-07-05 10:13:00,2018-07-05 10:40:00,low,0.34045998780334524,21.42691719639355,19125.779905940053,550548.8199845607
106,2018-07-05 08:21:00,2018-07-05 10:23:00,2018-07-05 10:50:00,medium,0.15936111206036427,18.69187597105269,17723.624153180055,661974.230629057
107,2018-07-05 08:41:00,2018-07-05 10:48:00,2018-07-05 11:16:00,high,0.13850423944641388,18.618464638029305,21092.42123745283,596686.8148928953
108,2018-07-05 09:52:00,2018-07-05 11:54:00,2018-07-05 12:22:00,high,2.88340499057559,20.04222937311579,19519.368166105676,679549.6304030485
109,2018-07-05 11:05:00,2018-07-05 13:07:00,2018-07-05 13:30:00,low,0.4329919149244069,19.569039734786173,18969.645023074052,631274.3133739132
110,2018-07-05 13:53:00,2018-07-05 15:57:00,2018-07-05 16:22:00,high,1.3226347755131114,18.400485812110244,21847.081344849816,671090.1027269838
111,2018-07-05 15:48:00,2018-07-05 17:54:00,2018-07-05 18:18:00,high,2.4521242345864764,21.02163774348942,19977.187443422183,624542.2301552556
112,2018-07-05 17:39:00,2018-07-05 19:48:00,2018-07-05 20:11:00,high,1.207269881095162,19.698550778653974,21860.30515257265,610178.6697486826
113,2018-07-05 20:02:00,2018-07-05 22:07:00,2018-07-05 22:34:00,high,0.49189146506081605,20.91558969378322,19828.928325003377,565482.4820625375
114,2018-07-05 21:15:00,2018-07-05 23:19:00,2018-07-05 23:40:00,medium,2.8517927885345,19.53983032783476,18730.06600195325,710753.0181498913
115,2018-07-05 21:46:00,2018-07-05 23:55:00,2018-07-06 00:24:00,medium,1.3336690131276616,19.28495429841891,18587.485802323557,688402.7811869901
116,2018-07-05 21:54:00,2018-07-05 23:55:00,2018-07-06 00:17:00,medium,0.2724183421389048,18.499673981422884,19363.308907857667,651272.4064815828
117,2018-07-05 22:22:00,2018-07-06 00:31:00,2018-07-06 00:55:00,high,1.73598647483635,20.839390451394625,18545.826185845184,642801.3530682812
118,2018-07-05 22:42:00,2018-07-06 00:50:00,2018-07-06 01:15:00,high,1.4296756494332061,20.165578958439337,21107.67743689668,611853.3014246012
119,2018-07-06 00:14:00,2018-07-06 02:16:00,2018-07-06 02:41:00,medium,0.5020460671719241,19.028523299355367,20399.184879806595,630054.0617715372
120,2018-07-06 02:07:00,2018-07-06 04:11:00,2018-07-06 04:36:00,medium,0.22337847553027404,19.24446221765476,18617.393100322042,632270.4358232431
121,2018-07-06 04:02:00,2018-07-06 06:10:00,2018-07-06 06:35:00,low,1.2468680342323186,20.33148699408489,22211.99858426061,577402.0640723937
122,2018-07-06 05:10:00,2018-07-06 07:12:00,2018-07-06 07:33:00,medium,1.8663250341464472,21.124834615763323,19770.72632888379,611003.6052387076
123,2018-07-06 07:32:00,2018-07-06 09:35:00,2018-07-06 10:03:00,low,0.4598894164769341,20.57742211899896,20976.68939436891,551882.6521259776
124,2018-07-06 08:12:00,2018-07-06 10:14:00,2018-07-06 10:34:00,medium,0.5744403388695399,18.68433784459778,20314.23595125131,650096.7664011078
125,2018-07-06 08:43:00,2018-07-06 10:46:00,2018-07-06 11:11:00,medium,0.4409850338905093,19.06357839795757,18903.269911077736,652139.8408389264
126,2018-07-06 09:53:00,2018-07-06 12:02:00,2018-07-06 12:25:00,low,0.2740913880593747,20.104532285825666,18914.428820921312,599316.6918905874
127,2018-07-06 10:40:00,2018-07-06 12:40:00,2018-07-06 13:06:00,high,1.059520837480713,20.661696100388347,20141.260090902957,597089.3978958566
128,2018-07-06 11:30:00,2018-07-06 13:35:00,2018-07-06 13:56:00,low,0.49501658242232455,19.646310237360854,20841.648525328128,595845.0850991525
129,2018-07-06 12:14:00,2018-07-06 14:19:00,2018-07-06 14:42:00,high,1.0723102925051615,21.332006400699132,20517.080221489483,562660.1594538541
130,2018-07-06 13:00:00,2018-07-06 15:06:00,2018-07-06 15:26:00,high,0.44984554364558466,19.699094632274754,20451.555194733104,598144.5205055429
131,2018-07-06 13:19:00,2018-07-06 15:25:00,2018-07-06 15:52:00,high,0.44083638156911675,19.43331345501492,19157.007567755983,633381.3309595466
132,2018-07-06 16:00:00,2018-07-06 18:05:00,2018-07-06 18:30:00,medium,0.21722559759333437,19.831509044555748,19126.596975817138,599090.1655528604
133,2018-07-06 17:45:00,2018-07-06 19:48:00,2018-07-06 20:17:00,low,4.367157768691834,20.64434170868057,19596.30540223437,677943.661328347
134,2018-07-06 18:38:00,2018-07-06 20:45:00,2018-07-06 21:05:00,low,0.023581359968927084,18.2537173917867,20221.1391391991,595065.6808234062
135,2018-07-06 21:39:00,2018-07-06 23:45:00,2018-07-07 00:09:00,high,0.7942510925478247,21.714007829173877,20128.906715843837,543891.4245605128
136,2018-07-07 00:17:00,2018-07-07 02:20:00,2018-07-07 02:42:00,medium,0.8230460801623858,20.931586130031356,21539.813908159365,546528.9480202793
137,2018-07-07 01:20:00,2018-07-07 03:20:00,2018-07-07 03:48:00,low,0.07769637409715983,19.686435580689423,21179.714738275547,536767.8147900321
138,2018-07-07 02:19:00,2018-07-07 04:20:00,2018-07-07 04:45:00,high,2.2281365479164315,19.717894386967714,20271.95166863721,666543.9402955404
139,2018-07-07 03:27:00,2018-07-07 05:34:00,2018-07-07 06:02:00,high,0.11723396190585751,20.61249000918896,19712.719953467567,541393.5856950652
140,2018-07-07 03:32:00,2018-07-07 05:40:00,2018-07-07 06:08:00,medium,0.9828939190560471,20.55537874743248,18611.46317258968,629164.9239261484
141,2018-07-07 04:47:00,2018-07-07 06:52:00,2018-07-07 07:21:00,low,0.10630498210004044,20.002168230722106,21467.112415359938,523971.7006174857
142,2018-07-07 05:05:00,2018-07-07 07:13:00,2018-07-07 07:35:00,low,1.2408193404684125,20.7360330305079,20637.92632927292,590795.5243114949
143,2018-07-07 05:11:00,2018-07-07 07:12:00,2018-07-07 07:38:00,high,2.1314045771499286,21.089900787384188,20834.575558001343,598055.1209170505
144,2018-07-07 05:46:00,2018-07-07 07:55:00,2018-07-07 08:24:00,medium,1.1883946530985785,19.29611414139202,20503.361760568063,650383.9852438336
145,2018-07-07 05:54:00,2018-07-07 08:01:00,2018-07-07 08:28:00,low,0.3094815628115181,19.22144345953806,20975.997440248277,595733.3864811318
146,2018-07-07 07:15:00,2018-07-07 09:19:00,2018-07-07 09:42:00,medium,2.407543465866878,21.58087615543633,19694.85908505682,607059.7516707471
147,2018-07-07 07:45:00,2018-07-07 09:53:00,2018-07-07 10:21:00,medium,0.8665923194967576,20.66571846396438,19367.04840678999,604911.8848519543
148,2018-07-07 07:46:00,2018-07-07 09:48:00,2018-07-07 10:13:00,high,0.4457979956202048,20.319650349017987,18911.70536017952,605103.1288271764
149,2018-07-07 10:18:00,2018-07-07 12:23:00,2018-07-07 12:51:00,high,1.9148376038909949,22.510761549429105,18337.41391716449,590257.3132848011
150,2018-07-07 12:44:00,2018-07-07 14:46:00,2018-07-07 15:13:00,high,0.2826006217221502,18.711795533983217,19711.323492255688,637714.14448894
151,2018-07-07 19:02:00,2018-07-07 21:03:00,2018-07-07 21:28:00,high,1.5161484341943896,21.276048976346427,22011.86690475245,549278.3579229338
152,2018-07-07 19:20:00,2018-07-07 21:22:00,2018-07-07 21:43:00,medium,0.04657775756301351,20.074926611214828,19226.45053455768,555794.9050412634
153,2018-07-07 19:20:00,2018-07-07 21:20:00,2018-07-07 21:45:00,medium,2.163181376040125,20.51660172933575,20719.63243681936,624639.3492884047
154,2018-07-07 19:27:00,2018-07-07 21:36:00,2018-07-07 21:57:00,high,0.32354585250696616,20.993814950508668,19784.71266031225,550434.8726091688
155,2018-07-07 19:51:00,2018-07-07 21:56:00,2018-07-07 22:18:00,low,0.8697039486149776,20.954994742088097,17886.721120611946,625206.9952881641
156,2018-07-07 21:30:00,2018-07-07 23:35:00,2018-07-08 00:00:00,high,2.415331290024676,20.786156281480977,20468.91909854246,623987.4765169002
157,2018-07-07 23:50:00,2018-07-08 01:57:00,2018-07-08 02:19:00,low,4.905066072174412,19.32610126326884,18508.790691729115,751064.9438999625
158,2018-07-08 00:48:00,2018-07-08 02:49:00,2018-07-08 03:09:00,medium,0.06424420673703869,19.859383515276328,19860.00693439359,555298.9351287944
159,2018-07-08 02:32:00,2018-07-08 04:34:00,2018-07-08 05:01:00,high,2.6377982489861953,18.575926945127886,20825.06519172893,713650.8559915556
160,2018-07-08 03:02:00,2018-07-08 05:10:00,2018-07-08 05:36:00,low,0.7280711986485928,19.86745318119559,19698.39921598327,622873.5881875568
161,2018-07-08 03:18:00,2018-07-08 05:21:00,2018-07-08 05:41:00,medium,2.9073933530073455,18.727529277819347,18943.983354106982,738959.7414882673
162,2018-07-08 03:39:00,2018-07-08 05:40:00,2018-07-08 06:02:00,high,0.7917110333136891,21.169285309599285,20037.268101280773,567512.2701554319
163,2018-07-08 04:22:00,2018-07-08 06:26:00,2018-07-08 06:48:00,high,0.3067447901430833,20.239688421075165,19936.28697682994,575275.0493682771
164,2018-07-08 05:20:00,2018-07-08 07:29:00,2018-07-08 07:49:00,high,1.0418921664687422,21.094551100177224,20097.017551013847,580005.8060202084
165,2018-07-08 06:58:00,2018-07-08 09:03:00,2018-07-08 09:26:00,medium,0.6217299901380552,20.212374899081176,22006.003346503392,556838.2114730692
166,2018-07-08 12:08:00,2018-07-08 14:13:00,2018-07-08 14:40:00,medium,0.9969780174243115,18.829731927217008,19819.367382624303,673369.337868406
167,2018-07-08 12:24:00,2018-07-08 14:30:00,2018-07-08 14:54:00,medium,0.7158761365214069,19.73351247103969,21067.865889974622,601305.9898189536
168,2018-07-08 15:48:00,2018-07-08 17:54:00,2018-07-08 18:20:00,medium,0.2515184451586822,20.560930891197227,20128.556896166534,552681.9676480128
169,2018-07-08 16:00:00,2018-07-08 18:02:00,2018-07-08 18:23:00,high,1.3261230705288607,21.39558970780364,18801.559383222047,605581.199546336
170,2018-07-08 18:05:00,2018-07-08 20:12:00,2018-07-08 20:32:00,high,1.6077461752448832,19.82655254328795,19700.195203493244,656429.1196945463
171,2018-07-08 18:37:00,2018-07-08 20:44:00,2018-07-08 21:06:00,high,2.0924996994713827,19.176708186890092,20597.1464148201,680103.8269658725
172,2018-07-08 18:47:00,2018-07-08 20:48:00,2018-07-08 21:08:00,low,0.3604302746361409,18.91021627389935,20121.13537431044,629263.6298401146
173,2018-07-08 19:31:00,2018-07-08 21:33:00,2018-07-08 22:02:00,low,0.9397427560487225,19.60923030046977,20024.07350527131,636574.6554615072
174,2018-07-08 23:04:00,2018-07-09 01:09:00,2018-07-09 01:34:00,high,0.08883239795199083,18.76081260925114,19899.171869397745,604336.9299362135
175,2018-07-08 23:29:00,2018-07-09 01:34:00,2018-07-09 01:58:00,medium,0.38445413182239757,20.203225461180356,20698.972111620158,567376.236198967
176,2018-07-09 01:25:00,2018-07-09 03:26:00,2018-07-09 03:52:00,medium,1.6901015720315102,21.884816555550557,19152.58965563212,589955.7719726099
177,2018-07-09 01:40:00,2018-07-09 03:45:00,2018-07-09 04:13:00,medium,2.058905229743812,19.196399932076176,20881.625925654727,674013.0065153585
178,2018-07-09 03:51:00,2018-07-09 05:56:00,2018-07-09 06:19:00,low,2.213727981710126,20.938538668909437,20378.32725401009,614988.4206502369
179,2018-07-09 04:18:00,2018-07-09 06:25:00,2018-07-09 06:46:00,medium,1.170892385935318,21.145879418882565,20666.31607778746,570833.489611916
180,2018-07-09 06:49:00,2018-07-09 08:54:00,2018-07-09 09:22:00,medium,2.4764688835863167,18.984373312453904,20648.53569495664,695964.7361349236
181,2018-07-09 07:29:00,2018-07-09 09:31:00,2018-07-09 09:59:00,high,0.5228902301073748,19.588314538204827,20436.041193691068,608056.5555867221
